 No. ,������,�����ѷ�,ȭ��,Ű,��ż����㸮�ѷ�,������,�Ӹ��ѷ�,�߱���,����,������,������,����������,����������,������,����ȭ,BMI����
 846 ,20130415,113.7,88.7,178,103.1  (40.6 in),78.4,60.9,25.3,10.3,98.8,115-178,115-M(82)-178,105-M(79.2)-178,61ȣ,255mm,29.8
 847 ,20130415,94.8,85.9,171.1,81.8  (32.2 in),75.4,56.6,25.4,9,60.3,95-173,95-L(82)-173,80-S(74)-173,57ȣ,255mm,20.6
 848 ,20130415,96.6,85.9,171.8,63.6  (25.0 in),75.7,55.1,25.9,11,66.4,95-173,95-L(82)-173,70-M(77)-173,55ȣ,260mm,22.3
 849 ,20130415,94.7,87.5,175,79.3  (31.2 in),77.3,57.9,29,8.8,61.2,95-173,95-L(84)-178,80-M(77)-173,58ȣ,290mm,19.9
 850 ,20130415,110.7,84,167.7,95.3  (37.5 in),73.8,55.8,25,9.4,86.7,110-168,110-M(78)-168,95-S(71.8)-168,56ȣ,250mm,31.0
 851 ,20130415,99.5,86.1,172.9,84.6  (33.3 in),76,59.8,26.4,9.4,72.6,100-173,100-L(82)-173,85-M(77)-173,60ȣ,265mm,24.3
 852 ,20130415,91.7,85.1,169.1,74.0  (29.1 in),74.4,57.8,25.7,8.4,54.7,90-168,95-L(82)-173,75-M(74.8)-168,58ȣ,260mm,19.2
 853 ,20130415,114.1,87.7,175.1,103.3  (40.7 in),77,61.1,27,10.1,91,115-173,115-M(82)-178,100-M(77)-173,61ȣ,270mm,29.7
 854 ,20130415,94.6,86.6,173,77.5  (30.5 in),76.1,55.7,26.1,9.6,64.2,95-173,95-L(82)-173,80-M(77)-173,56ȣ,265mm,21.4
 855 ,20130415,87.2,86.4,173.6,75.0  (29.5 in),76.7,58.1,25.2,9.3,54.7,90-173,90-M(82)-178,75-M(77)-173,58ȣ,255mm,17.9
 856 ,20130415,107.9,87.2,175.2,99.9  (39.3 in),77.4,56,25.9,10.7,92.5,110-173,105-L(84)-178,100-M(77)-173,56ȣ,260mm,30.1
 857 ,20130415,99,83.2,167,67.4  (26.5 in),73.6,58,24,9.6,67.9,100-168,100-L(80)-168,70-M(77)-173,58ȣ,240mm,24.4
 858 ,20130415,96.9,88.2,176.3,82.5  (32.5 in),77.6,58.3,28,10.4,71,95-178,95-L(84)-178,85-S(76.2)-178,58ȣ,280mm,22.9
 859 ,20130415,90.7,90.4,181.4,87.4  (34.4 in),80.1,59.3,27.4,9.6,68.3,90-178,90-M(85)-185,85-M(79.2)-178,59ȣ,275mm,20.8
 860 ,20130415,93.2,87.4,174.4,77.0  (30.3 in),76.9,55.3,26.3,8.7,63.7,95-173,95-L(84)-178,75-M(77)-173,55ȣ,265mm,20.9
 861 ,20130415,98.8,88.7,177,84.1  (33.1 in),77.9,55.6,26.2,10,67.9,100-178,100-L(84)-178,85-M(79.2)-178,56ȣ,265mm,21.7
 862 ,20130415,117.1,87.1,173.5,110.5  (43.5 in),76.6,59.4,28.3,10.1,105,115-173,115-M(82)-178,105-M(79.2)-178,59ȣ,285mm,34.8
 863 ,20130415,102,84.5,169.3,87.2  (34.3 in),74.6,56.1,25.7,9.6,65.7,100-168,100-L(82)-173,85-M(74.8)-168,56ȣ,260mm,22.9
 864 ,20130415,102.9,88.7,176.7,89.7  (35.3 in),77.7,57.7,28.2,9.9,80.3,105-178,105-L(84)-178,90-M(79.2)-178,58ȣ,285mm,25.7
 865 ,20130415,97.7,87.5,174.6,82.4  (32.4 in),76.9,57,26.5,8.8,67.7,100-173,100-L(84)-178,80-M(77)-173,57ȣ,265mm,22.2
 866 ,20130415,108.1,83.8,168.1,94.4  (37.2 in),73.9,59.1,25.7,10.1,76,110-168,110-M(78)-168,95-S(71.8)-168,59ȣ,260mm,26.9
 867 ,20130415,89.2,86.3,173.3,84.3  (33.2 in),76.5,56.2,25.4,9.2,61.6,90-173,90-M(80)-173,85-M(77)-173,56ȣ,255mm,20.5
 868 ,20130415,89.6,82.5,164.7,80.1  (31.5 in),72.5,55.2,25.8,9.3,52.2,90-168,90-M(78)-168,80-S(71.8)-168,55ȣ,260mm,19.3
 869 ,20130415,95.7,85.4,171.3,86.1  (33.9 in),75.3,56.1,25.6,9.4,61.2,95-173,95-L(82)-173,85-M(77)-173,56ȣ,260mm,20.9
 870 ,20130415,91.3,83.7,166.6,83.3  (32.8 in),73.5,56.5,25,8.3,53,90-168,95-L(80)-168,85-M(74.8)-168,56ȣ,250mm,19.1
 871 ,20130415,90.9,85.9,171.8,75.5  (29.7 in),75.6,54.6,25.8,8.8,58.9,90-173,95-L(82)-173,75-M(77)-173,55ȣ,260mm,20.0
 872 ,20130415,86.2,84.9,169.5,73.6  (29.0 in),74.7,56.2,26.4,8.8,53.4,90-168,90-M(80)-173,75-M(74.8)-168,56ȣ,265mm,18.6
 873 ,20130415,108.3,85.9,171.1,100.4  (39.5 in),75.5,58.1,26.7,9,86.4,110-173,105-L(82)-173,100-M(77)-173,58ȣ,270mm,29.5
 874 ,20130415,106.5,87.3,175.3,87.5  (34.5 in),77.4,57,27.1,9.2,79,105-173,105-L(84)-178,90-M(77)-173,57ȣ,275mm,25.6
 875 ,20130415,101.1,87.6,175.1,85.1  (33.5 in),77.2,58.5,27.5,9.7,73.4,100-173,100-L(84)-178,85-M(77)-173,59ȣ,275mm,23.9
 876 ,20130415,103.6,90.2,181,94.3  (37.1 in),79.6,57,26.4,9.6,89.1,105-178,100-L(87)-185,95-M(79.2)-178,57ȣ,265mm,27.2
 877 ,20130415,91.4,86,172.4,72.1  (28.4 in),76.1,57.5,26,8.9,54.1,90-173,95-L(82)-173,70-M(77)-173,57ȣ,260mm,18.2
 878 ,20130415,94.4,88.5,177.7,86.7  (34.2 in),78.2,56.7,25.5,8.1,60,95-178,95-L(84)-178,85-M(79.2)-178,57ȣ,255mm,18.6
 879 ,20130415,95.8,88.4,175.9,81.4  (32.1 in),77.6,58.7,29,8.9,69.8,95-178,95-L(84)-178,80-S(76.2)-178,59ȣ,290mm,22.6
 880 ,20130415,98.8,85.9,171.7,77.9  (30.7 in),75.8,56.5,26.2,9.3,63.9,100-173,100-L(82)-173,80-M(77)-173,57ȣ,265mm,21.7
 881 ,20130415,96.9,90.2,180.5,79.2  (31.2 in),79.4,57.6,27.6,9.4,66.8,95-178,100-L(87)-185,80-M(79.2)-178,58ȣ,280mm,20.5
 882 ,20130415,85.6,84.1,168.8,76.2  (30.0 in),74.1,56.4,26.5,9.7,51.9,90-168,90-M(80)-173,75-M(74.8)-168,56ȣ,265mm,17.4
 883 ,20130415,90.8,92.3,183.8,76.5  (30.1 in),81.1,54.9,26.5,8.9,59.1,95-185,90-M(85)-185,75-M(82.3)-185,55ȣ,265mm,17.5
 884 ,20130415,90.5,85.1,170.8,72.5  (28.5 in),75.2,54.6,25.2,10,58.8,90-173,90-M(80)-173,75-M(74.8)-168,55ȣ,255mm,20.2
 885 ,20130415,116.1,87.6,175.8,101.4  (39.9 in),77.2,58.2,27.8,9.9,93.6,115-178,115-M(82)-178,100-M(77)-173,58ȣ,280mm,30.3
 886 ,20130415,99.5,91.5,182.2,94.8  (37.3 in),80.4,59.6,29,10.1,68.2,100-185,100-L(87)-185,95-M(82.3)-185,60ȣ,290mm,20.6
 887 ,20130415,97,85.2,171,78.6  (31.0 in),75.4,55.7,24.9,8.4,60.1,95-173,95-L(82)-173,80-S(74)-173,56ȣ,250mm,20.5
 888 ,20130415,95.7,89.2,178,82.3  (32.4 in),78.4,56.2,27.3,9.6,72.8,95-178,95-L(84)-178,80-M(79.2)-178,56ȣ,275mm,23.1
 889 ,20130415,89.6,83.9,168.5,78.6  (31.0 in),74.1,55.6,26.6,9.6,51.4,90-168,90-M(78)-168,80-M(74.8)-168,56ȣ,270mm,18.1
 890 ,20130415,96.2,84,167.7,87.4  (34.4 in),74.1,59.1,25.3,9.4,67,95-168,95-L(80)-168,85-M(74.8)-168,59ȣ,255mm,23.8
 891 ,20130415,92.8,88.9,177.2,86.1  (33.9 in),78.1,55,27.7,9.9,66.6,95-178,95-L(84)-178,85-M(79.2)-178,55ȣ,280mm,21.2
 892 ,20130415,109.4,86.6,172.7,102.6  (40.4 in),76,55.9,26.8,9.2,84.3,110-173,105-L(82)-173,100-M(77)-173,56ȣ,270mm,28.3
 893 ,20130415,96.1,92.4,184.2,81.6  (32.1 in),81.1,58,26.8,10.5,69,95-185,100-L(87)-185,80-M(82.3)-185,58ȣ,270mm,20.3
 894 ,20130415,93.9,83.1,167,77.1  (30.4 in),73.5,56.5,27.3,9.4,58.8,95-168,95-L(80)-168,75-M(74.8)-168,57ȣ,275mm,21.1
 895 ,20130415,95.9,85.3,171.3,81.8  (32.2 in),75.3,56.9,26.3,9.8,60,95-173,95-L(82)-173,80-S(74)-173,57ȣ,265mm,20.4
 896 ,20130415,88.9,84,167.1,74.9  (29.5 in),73.6,56.5,22.9,9.2,52.1,90-168,90-M(78)-168,75-M(74.8)-168,56ȣ,230mm,18.6
 897 ,20130415,98,84.3,169.3,83.6  (32.9 in),74.8,58.3,24.7,9.2,66.5,100-168,100-L(82)-173,85-M(74.8)-168,58ȣ,250mm,23.2
 898 ,20130415,100.9,86.5,173.7,84.8  (33.4 in),76.5,55,26.7,9.3,73.2,100-173,100-L(82)-173,85-M(77)-173,55ȣ,270mm,24.3
 899 ,20130415,95.7,91.2,181.8,79.8  (31.4 in),80.3,57.4,27.7,9.5,63.8,95-185,100-L(87)-185,80-M(82.3)-185,57ȣ,280mm,19.3
 900 ,20130415,108.6,90.8,180.9,105.7  (41.6 in),79.9,58.7,28.1,10.7,92.6,110-178,110-M(85)-185,105-M(79.2)-178,59ȣ,285mm,28.3
 901 ,20130415,91.2,84.7,169.9,75.8  (29.9 in),75.1,55.8,26.5,9.1,57.1,90-168,95-L(82)-173,75-M(74.8)-168,56ȣ,265mm,19.8
 902 ,20130415,85.4,85.9,171.3,73.1  (28.8 in),75.5,57,26.3,9.3,54.2,90-173,90-M(80)-173,75-M(77)-173,57ȣ,265mm,18.5
 903 ,20130415,104.6,85.3,170.2,97.2  (38.2 in),75,59.7,27.5,9.8,82.3,105-168,105-L(82)-173,95-M(77)-173,60ȣ,275mm,28.4
 904 ,20130415,84.8,82,163.9,68.8  (27.1 in),72.3,56,24.1,10.2,53.1,90-168,90-M(78)-168,75-M(74.8)-168,56ȣ,245mm,19.8
 905 ,20130415,96.4,89.8,179.9,79.6  (31.4 in),79.3,57.9,29.1,9.9,72.4,95-178,95-L(84)-178,80-M(79.2)-178,58ȣ,295mm,22.4
 906 ,20130415,92.8,90.1,180.1,75.0  (29.5 in),79.4,56.4,27.1,9.6,66,95-178,95-L(84)-178,75-M(79.2)-178,56ȣ,275mm,20.3
 907 ,20130415,107.4,84,168.7,92.8  (36.6 in),74.5,55.8,25.2,10.1,77.6,105-168,105-L(82)-173,95-S(71.8)-168,56ȣ,255mm,27.3
 908 ,20130415,103.8,86.9,172.9,85.6  (33.7 in),76.4,56.6,26.1,9.4,71.9,105-173,105-L(82)-173,85-M(77)-173,57ȣ,265mm,24.1
 909 ,20130415,102.1,89.3,179.5,90.2  (35.5 in),79,57.9,26.2,10.4,80.7,100-178,100-L(84)-178,90-M(79.2)-178,58ȣ,265mm,25.0
 910 ,20130415,105.3,90.5,180.9,100.3  (39.5 in),79.6,60.1,27.5,9.1,91.4,105-178,105-M(85)-185,100-M(79.2)-178,60ȣ,275mm,27.9
 911 ,20130415,111.4,88.8,176.9,102.0  (40.2 in),78,60.1,27.2,10.3,91.4,110-178,110-M(82)-178,100-M(79.2)-178,60ȣ,275mm,29.2
 912 ,20130415,93.5,91.1,181.7,77.8  (30.6 in),80.1,55.9,28.2,10.3,65.4,95-185,95-M(85)-185,80-M(79.2)-178,56ȣ,285mm,19.8
 913 ,20130415,97.7,90.7,181.4,64.2  (25.3 in),80.1,54.6,27.5,9.1,65.9,100-178,100-L(87)-185,70-M(77)-173,55ȣ,275mm,20.1
 914 ,20130415,96.7,94.8,189.9,87.2  (34.3 in),83.9,58.3,28.1,8.7,72.1,95-185,100-L(87)-185,85-M(82.3)-185,58ȣ,285mm,20.0
 915 ,20130415,103.8,92.2,185.1,90.5  (35.6 in),81.7,59.4,27.5,12.5,84.8,105-185,100-L(87)-185,90-M(82.3)-185,59ȣ,275mm,24.8
 916 ,20130415,101.6,89.6,179.8,88.9  (35.0 in),79.1,56.3,28.6,9.7,81.1,100-178,100-L(87)-185,90-M(79.2)-178,56ȣ,290mm,25.1
 917 ,20130415,96.7,88.6,177.8,82.3  (32.4 in),78.2,56.4,26.9,10.4,67.3,95-178,95-L(84)-178,80-M(79.2)-178,56ȣ,270mm,21.3
 918 ,20130415,98.5,87.2,174.9,83.2  (32.8 in),77.2,56.8,26.2,9.8,63.5,100-173,100-L(84)-178,85-M(77)-173,57ȣ,265mm,20.8
 919 ,20130415,95,85.4,170.8,82.4  (32.4 in),75.2,59.6,26.3,9.5,64.8,95-173,95-L(82)-173,80-S(74)-173,60ȣ,265mm,22.2
 920 ,20130415,92,88.1,176.2,83.7  (32.9 in),77.7,55.7,26.3,9,62.1,90-178,95-L(84)-178,85-S(76.2)-178,56ȣ,265mm,20.0
 921 ,20130415,94.7,86.3,172.5,81.5  (32.1 in),76.1,56.4,26.8,9.1,65.8,95-173,95-L(82)-173,80-M(77)-173,56ȣ,270mm,22.1
 922 ,20130415,104.7,85.6,171.7,93.8  (36.9 in),75.6,57.1,26.6,10.8,78.5,105-173,105-L(82)-173,95-M(77)-173,57ȣ,270mm,26.6
 923 ,20130415,86.5,89.3,178.4,75.3  (29.6 in),78.5,57.9,27,9.5,61.4,90-178,90-M(82)-178,75-M(79.2)-178,58ȣ,270mm,19.3
 924 ,20130415,92.6,84.4,168.3,84.8  (33.4 in),74.1,56.4,25.3,8.5,61.3,95-168,95-L(80)-168,85-M(74.8)-168,56ȣ,255mm,21.7
 925 ,20130415,109.9,96.6,193.2,91.4  (36.0 in),85.3,59.1,30,9.7,91,110-185,110-M(85)-185,90-M(82.3)-185,59ȣ,300mm,24.4
 926 ,20130415,93,84.1,169.2,84.8  (33.4 in),74.5,57.2,25,10,63.3,95-168,95-L(80)-168,85-M(74.8)-168,57ȣ,250mm,22.1
 927 ,20130415,115.3,86,172.4,110.4  (43.5 in),76.1,60.9,26.9,10.1,98.4,115-173,115-M(80)-173,105-M(79.2)-178,61ȣ,270mm,33.1
 928 ,20130415,87.8,93.2,186.2,87.1  (34.3 in),82,52.8,24.9,9.6,63.6,95-185,90-M(85)-185,85-M(82.3)-185,53ȣ,250mm,18.3
 929 ,20130415,97.3,90.5,180.8,85.4  (33.6 in),79.7,57.3,28.5,9.4,75,95-178,100-L(87)-185,85-M(79.2)-178,57ȣ,285mm,23.0
 930 ,20130415,88.3,90.3,180.2,82.3  (32.4 in),79.5,55.6,27.4,8.6,54.5,90-178,90-M(85)-185,80-M(79.2)-178,56ȣ,275mm,16.8
 931 ,20130415,110.7,94.1,188,103.6  (40.8 in),82.7,58.7,29,8.9,104.2,110-185,110-M(85)-185,105-M(82.3)-185,59ȣ,290mm,29.5
 932 ,20130415,88.3,84.7,170.4,74.5  (29.3 in),75.2,58.9,24.6,9.2,56.5,90-168,90-M(80)-173,75-M(74.8)-168,59ȣ,250mm,19.5
 933 ,20130415,90.8,88.8,178.1,82.8  (32.6 in),78.7,56.2,26.8,9.3,62.3,90-178,95-L(84)-178,85-M(79.2)-178,56ȣ,270mm,19.6
 934 ,20130415,93.2,92.6,185.1,90.1  (35.5 in),81.5,58.5,27.8,9.7,65,95-185,95-M(85)-185,90-M(82.3)-185,59ȣ,280mm,19.0
 935 ,20130415,92.4,85.7,171.4,79.4  (31.3 in),75.7,57.7,26.6,9.8,66,90-173,95-L(82)-173,80-M(77)-173,58ȣ,270mm,22.5
 936 ,20130415,87,84.2,168.7,79.9  (31.5 in),74.5,56.2,26.3,8.4,49.2,90-168,90-M(80)-173,80-M(74.8)-168,56ȣ,265mm,17.3
 937 ,20130415,97.4,85.8,171.4,80.7  (31.8 in),75.4,57.6,26.7,10.2,62.9,95-173,95-L(82)-173,80-S(74)-173,58ȣ,270mm,21.4
 938 ,20130415,92,89.4,178,80.0  (31.5 in),78.5,57.7,25.5,9.3,64,90-178,95-L(84)-178,80-M(79.2)-178,58ȣ,255mm,20.2
 939 ,20130415,96.6,84.4,168.5,77.5  (30.5 in),74.3,56.5,25.2,9.8,70.7,95-168,95-L(80)-168,75-M(74.8)-168,56ȣ,255mm,24.9
 940 ,20130415,91.9,86.9,173.9,80.6  (31.7 in),76.8,56.1,25.1,8.6,58,90-173,95-L(82)-173,80-M(77)-173,56ȣ,255mm,19.3
 941 ,20130415,93.6,87,173.9,91.0  (35.8 in),76.5,57.7,26.2,10.1,68.6,95-173,95-L(84)-178,90-M(77)-173,58ȣ,265mm,22.6
 942 ,20130415,93.2,82.4,165.4,82.4  (32.4 in),73,57.2,24.8,9.1,60.8,95-168,95-L(80)-168,80-S(71.8)-168,57ȣ,250mm,22.2
 943 ,20130415,96.8,90.4,181.3,78.8  (31.0 in),79.9,55.3,30.1,10.1,72.4,95-178,100-L(87)-185,80-M(79.2)-178,55ȣ,305mm,22.0
 944 ,20130415,96.8,88.8,176.9,86.2  (33.9 in),78.1,58.5,26.8,10.1,68.1,95-178,95-L(84)-178,85-M(79.2)-178,58ȣ,270mm,21.8
 945 ,20130415,108.8,84.6,170.1,89.1  (35.1 in),75,56.7,26.9,8.5,73.6,110-168,105-L(82)-173,90-M(77)-173,57ȣ,270mm,25.4
 946 ,20130415,91.8,87,174.7,74.0  (29.2 in),76.9,57.4,26.7,9,57.4,90-173,95-L(84)-178,75-M(77)-173,57ȣ,270mm,18.8
 947 ,20130415,87.3,91.1,181.4,87.2  (34.3 in),79.9,58.4,30.9,9.5,54.4,90-178,90-M(85)-185,85-M(79.2)-178,58ȣ,310mm,16.5
 948 ,20130415,97.5,87.1,174.7,81.9  (32.3 in),77.1,57.8,26.8,10.1,67.2,95-173,95-L(84)-178,80-M(77)-173,58ȣ,270mm,22.0
 949 ,20130415,86.1,90.5,180.6,78.9  (31.1 in),79.4,55,27,10.3,60.3,90-178,90-M(85)-185,80-M(79.2)-178,55ȣ,270mm,18.5
 950 ,20130415,96.5,93,186.6,80.3  (31.6 in),82.2,57.3,27.7,9.5,69.9,95-185,100-L(87)-185,80-M(82.3)-185,57ȣ,280mm,20.1
 951 ,20130415,97.4,89.4,178.8,84.4  (33.2 in),78.5,56.9,27,9.8,63.5,95-178,95-L(84)-178,85-M(79.2)-178,57ȣ,270mm,19.9
 952 ,20130415,94.1,91.3,182.6,84.5  (33.3 in),80.5,58.4,27.7,9.2,65.5,95-185,95-M(85)-185,85-M(82.3)-185,58ȣ,280mm,19.6
 953 ,20130415,91.4,88.9,176.8,71.8  (28.3 in),78,55.7,26.4,9.3,64.6,90-178,95-L(84)-178,75-M(79.2)-178,56ȣ,265mm,20.7
 954 ,20130415,92.8,89.5,178.6,87.3  (34.4 in),78.9,56.2,29.2,9.5,66.3,95-178,95-L(84)-178,85-M(79.2)-178,56ȣ,295mm,20.8
 955 ,20130415,114.5,91.3,183,104.8  (41.3 in),80.7,59,28.8,10.3,97.7,115-185,115-M(85)-185,105-M(82.3)-185,59ȣ,290mm,29.2
 956 ,20130415,105.4,84.5,168.9,91.5  (36.0 in),74.6,56.2,27.2,9.1,74.6,105-168,105-L(82)-173,90-S(71.8)-168,56ȣ,275mm,26.2
 957 ,20130415,90.9,88.5,177.5,75.6  (29.8 in),78.4,55.9,26,8.6,57.4,90-178,95-L(84)-178,75-M(79.2)-178,56ȣ,260mm,18.2
 958 ,20130415,93.1,88.3,177.5,77.4  (30.5 in),78.2,54.4,26.8,8.6,58.5,95-178,95-L(84)-178,75-M(79.2)-178,54ȣ,270mm,18.6
 959 ,20130415,96.8,86.9,173.8,87.0  (34.2 in),76.5,56.4,26,9.4,73.3,95-173,95-L(82)-173,85-M(77)-173,56ȣ,260mm,24.3
 960 ,20130415,91.1,88.1,176.8,74.7  (29.4 in),77.8,57.5,26.2,9.7,58.8,90-178,95-L(84)-178,75-M(79.2)-178,57ȣ,265mm,18.8
 961 ,20130415,86.6,88.1,176.9,80.2  (31.6 in),78.1,56.6,27.5,9.7,57.2,90-178,90-M(82)-178,80-M(79.2)-178,57ȣ,275mm,18.3
 962 ,20130415,96.3,87.6,175.1,78.9  (31.1 in),77.1,56.7,23.9,8.6,62,95-173,95-L(84)-178,80-M(77)-173,57ȣ,240mm,20.3
 963 ,20130415,98.1,88.2,176.7,75.8  (29.9 in),77.9,55,26.2,5.2,67.1,100-178,100-L(84)-178,75-M(79.2)-178,55ȣ,265mm,21.5
 964 ,20130415,97.3,87.7,175.3,88.7  (34.9 in),77.3,58.9,26.9,10.5,71.8,95-173,95-L(84)-178,90-M(77)-173,59ȣ,270mm,23.4
 965 ,20130415,91.2,89.8,179.6,79.5  (31.3 in),79.2,58.5,26.6,9.5,67.4,90-178,95-L(84)-178,80-M(79.2)-178,59ȣ,270mm,20.8
 966 ,20130415,97.9,89.2,177.7,78.8  (31.0 in),78.4,59.7,27.5,9.4,69.9,100-178,100-L(84)-178,80-M(79.2)-178,60ȣ,275mm,22.1
 967 ,20130415,98.8,85.8,172.1,72.4  (28.5 in),76,56.8,26.8,9.2,62.7,100-173,100-L(82)-173,70-M(77)-173,57ȣ,270mm,20.9
 968 ,20130415,105.4,87.5,175.6,95.1  (37.4 in),77.2,58.9,26.9,10.2,81,105-178,105-L(84)-178,95-M(77)-173,59ȣ,270mm,26.2
 969 ,20130415,105.5,87.9,176.4,90.9  (35.8 in),77.9,58.4,27.4,9.7,72.1,105-178,105-L(84)-178,90-M(79.2)-178,58ȣ,275mm,23.1
 970 ,20130415,93.7,91.8,184,84.0  (33.1 in),81.3,55.8,27.9,9.3,66.5,95-185,95-M(85)-185,85-M(82.3)-185,56ȣ,280mm,19.6
 971 ,20130415,100.5,89.6,178.8,82.5  (32.5 in),78.6,58.5,26.5,8.9,73.1,100-178,100-L(84)-178,85-M(79.2)-178,58ȣ,265mm,22.9
 972 ,20130415,114.1,88.5,176.7,72.5  (28.5 in),77.8,58.2,26.5,10,91.6,115-178,115-M(82)-178,75-M(79.2)-178,58ȣ,265mm,29.3
 973 ,20130415,98.5,84.3,168.5,83.5  (32.9 in),74.4,55.7,25.8,9.1,65.5,100-168,100-L(80)-168,85-M(74.8)-168,56ȣ,260mm,23.1
 974 ,20130415,106.8,86.7,172.7,99.8  (39.3 in),76.3,58.4,27,9.6,85.6,105-173,105-L(82)-173,100-M(77)-173,58ȣ,270mm,28.7
 975 ,20130415,98.8,84.3,169.5,89.3  (35.2 in),74.6,57.3,26.2,9.8,69.3,100-168,100-L(82)-173,90-S(71.8)-168,57ȣ,265mm,24.1
 976 ,20130415,96.9,86.8,173.3,88.8  (35.0 in),76.3,57.6,26.7,9.3,76,95-173,95-L(82)-173,90-M(77)-173,58ȣ,270mm,25.3
 977 ,20130415,92.1,88.5,176.1,78.1  (30.7 in),77.7,56.4,26.2,9.7,67.3,90-178,95-L(84)-178,80-S(76.2)-178,56ȣ,265mm,21.7
 978 ,20130415,100.4,88.1,175.4,88.7  (34.9 in),77.1,57.1,27.8,11,80,100-173,100-L(84)-178,90-M(77)-173,57ȣ,280mm,26.0
 979 ,20130415,112.8,85.5,171.2,107.6  (42.4 in),75.5,57.2,25.2,10,96.8,115-173,115-M(80)-173,100-M(77)-173,57ȣ,255mm,33.0
 980 ,20130415,97.5,84,167.2,81.8  (32.2 in),73.8,60,25.2,8,66.6,100-168,100-L(80)-168,80-M(74.8)-168,60ȣ,255mm,23.8
 981 ,20130415,95.1,87.4,175.4,86.4  (34.0 in),77.2,56.8,27.9,9.4,63.3,95-173,95-L(84)-178,85-M(77)-173,57ȣ,280mm,20.5
 982 ,20130415,95.6,83.4,165.9,85.0  (33.5 in),73.3,57.4,24.3,9.1,60.2,95-168,95-L(80)-168,85-M(74.8)-168,57ȣ,245mm,21.9
 983 ,20130415,95.5,88.2,176,77.1  (30.4 in),77.8,56.7,27.8,8.8,64.8,95-178,95-L(84)-178,75-M(79.2)-178,57ȣ,280mm,20.9
 984 ,20130415,100.2,83.8,167,84.3  (33.2 in),73.7,60,25.4,9.4,70.6,100-168,100-L(80)-168,85-M(74.8)-168,60ȣ,255mm,25.4
 985 ,20130415,91.9,83.3,167.3,75.0  (29.5 in),73.8,60.3,25,8.7,59.7,90-168,95-L(80)-168,75-M(74.8)-168,60ȣ,250mm,21.3
 986 ,20130415,90.6,89.1,177.3,71.3  (28.1 in),78.3,55,26,10.1,60.5,90-178,95-L(84)-178,75-M(79.2)-178,55ȣ,260mm,19.2
 987 ,20130415,94,84.2,169,73.8  (29.1 in),74.6,55.6,25.4,9.7,61,95-168,95-L(80)-168,75-M(74.8)-168,56ȣ,255mm,21.4
 988 ,20130415,83.6,84.6,170,81.5  (32.1 in),74.7,58,25.2,8.7,52.3,90-168,90-M(80)-173,80-M(74.8)-168,58ȣ,255mm,18.1
 989 ,20130415,95.4,84.4,169.2,84.4  (33.2 in),74.7,53,25.6,9.1,62.5,95-168,95-L(82)-173,85-M(74.8)-168,53ȣ,260mm,21.8
 990 ,20130415,99.2,90.6,181.7,83.1  (32.7 in),80.2,59.4,27.8,9.3,76.5,100-185,100-L(87)-185,85-M(79.2)-178,59ȣ,280mm,23.1
 991 ,20130415,103.2,86.1,172,88.8  (34.9 in),75.7,59.1,26.5,9.9,77.4,105-173,105-L(82)-173,90-M(77)-173,59ȣ,265mm,26.2
 992 ,20130415,92.4,84.2,168.2,81.8  (32.2 in),74,58.1,25.1,9.5,60.9,90-168,95-L(80)-168,80-M(74.8)-168,58ȣ,255mm,21.5
 993 ,20130415,97.1,86.7,174.3,87.5  (34.5 in),76.7,55.6,25.8,8.7,67.4,95-173,95-L(84)-178,90-M(77)-173,56ȣ,260mm,22.3
 994 ,20130415,102.6,83.6,166.6,95.6  (37.6 in),73.4,58.3,25.2,9.2,83.3,105-168,100-L(80)-168,95-S(71.8)-168,58ȣ,255mm,30.0
 995 ,20130415,113.8,84.6,169.9,104.1  (41.0 in),74.7,59.6,27.1,9.6,90.1,115-173,115-M(80)-173,100-M(77)-173,60ȣ,275mm,31.2
 996 ,20130415,110.6,84.6,170.2,100.5  (39.6 in),75.1,56.1,24.8,10.2,83.2,110-168,110-M(80)-173,100-M(77)-173,56ȣ,250mm,28.8
 997 ,20130415,95.7,87.9,175.4,88.1  (34.7 in),77.3,57,26,8.6,67.8,95-173,95-L(84)-178,90-M(77)-173,57ȣ,260mm,22.0
 998 ,20130415,105.4,87.1,173.3,79.5  (31.3 in),76.5,56.6,26.6,9.3,80.4,105-173,105-L(82)-173,80-M(77)-173,57ȣ,270mm,26.7
 999 ,20130415,103.5,85.4,171.8,91.0  (35.8 in),75.5,59.1,26.9,10.5,78.1,105-173,105-L(82)-173,90-M(77)-173,59ȣ,270mm,26.4
" 1,000 ",20130415,95.5,83.5,167.7,81.0  (31.9 in),73.8,58.6,24.4,9.1,65,95-168,95-L(80)-168,80-M(74.8)-168,59ȣ,245mm,23.2
" 1,001 ",20130415,101.4,88.7,176.6,95.3  (37.5 in),78,57.8,27.4,9.1,77.1,100-178,100-L(84)-178,95-M(79.2)-178,58ȣ,275mm,24.7
" 1,002 ",20130415,96.8,87.3,173.6,84.1  (33.1 in),76.6,57.7,27.6,9.4,67.5,95-173,95-L(82)-173,85-M(77)-173,58ȣ,280mm,22.4
" 1,003 ",20130415,97.6,84.1,168.9,83.5  (32.9 in),74.3,56.9,24,8.6,65.8,100-168,100-L(80)-168,85-M(74.8)-168,57ȣ,240mm,23.1
